Rooms,Footage,Rent,address,title,description,street,city,canton
3.0,57,1190,"Haselmattweg 5/Bodenackerstrasse 30, 4226 Breitenbach, SO",«3-Zimmerwohnung mit Balkon»,,Haselmattweg 5/Bodenackerstrasse 30,4226 Breitenbach,SO
2.5,45,800,"Bahnhofstrasse 2, 2544 Bettlach, SO",«Herzige 2.5 Zi Dachwohnung mit hübschem Ausblick - ab 1.7.»,,Bahnhofstrasse 2,2544 Bettlach,SO
1.0,15,740,"Hauptstrasse 76, 4522 Rüttenen, SO","«WG: Zimmer Möbliert mit DU/WC, Küche»",,Hauptstrasse 76,4522 Rüttenen,SO
4.0,88,1575,"Friedhofstrasse 32, 4542 Luterbach, SO",«Neurenovation in Luterbach»,,Friedhofstrasse 32,4542 Luterbach,SO
4.5,100,1980,"Raingartenweg 2, 4143 Dornach, SO",«Familienwohnung in 2-Parteien-Haus»,,Raingartenweg 2,4143 Dornach,SO
2.5,135,1950,"Hauptstrasse 85, 4584 Gächliwil, SO",«Dachwohnung im grünnen»,,Hauptstrasse 85,4584 Gächliwil,SO
3.5,121,1550,"Freiestrasse 51, 2540 Grenchen, SO",«Grosszügige Maisonettewohnung mit 3.5 Zimmer und grosser Terrasse»,,Freiestrasse 51,2540 Grenchen,SO
2.0,40,800,"Untere Neumattstrasse 24, 4553 Subingen, SO",«2-Zimmer-Wohnung in ruhiger Lage von Subingen»,,Untere Neumattstrasse 24,4553 Subingen,SO
2.0,99,1480,"Bleichmattstrasse 4, 4600 Olten, SO","«Rustikal, gemütlich mit Cheminée auf 99m2»",,Bleichmattstrasse 4,4600 Olten,SO
3.0,62,1240,"Höhenweg 4, 4512 Bellach, SO",«Überzeugen Sie sich selbst»,,Höhenweg 4,4512 Bellach,SO
3.0,70,1150,"Biberiststrasse 18, 4552 Derendingen, SO",«3-Zimmer-Dachwohnung»,,Biberiststrasse 18,4552 Derendingen,SO
3.5,80,1310,"Freiestrasse 49, 2540 Grenchen, SO",«Zentrale und helle 3.5 Zimmerwohnung mit grosser Terasse»,,Freiestrasse 49,2540 Grenchen,SO
4.5,128,2565,"Bielgasse 22, 4657 Dulliken, SO",«Grosse Terrasse mit Aussicht!»,,Bielgasse 22,4657 Dulliken,SO
4.5,101,2095,"Höhenstrasse West 33, 4600 Olten, SO",«Helle Attikawohnung»,,Höhenstrasse West 33,4600 Olten,SO
3.0,70,1470,"Unterer Winkel 9, 4500 Solothurn, SO",«Zentral mit Blick auf Aare»,,Unterer Winkel 9,4500 Solothurn,SO
3.5,96,1840,"Speiserstrasse 18, 4600 Olten, SO",«Gemütliche Attikawohnung»,,Speiserstrasse 18,4600 Olten,SO
4.5,90,1550,"Stauwehrstrasse 45, 5012 Schönenwerd, SO",«Lässig Wohnen in Schönenwerd»,"Lässig Wohnen in SchönenwerdIhre LagevorteileDie gut besonnte Liegenschaft mit grosszügigen Grünflächen befindet sich an ruhiger, familienfreundlicher Wohnlage am Ortseingang von Schönenwerd. Die Wirtschaftszentren Aarau oder Olten sowie die Ortschaften der Region sind mit dem ÖV als auch mit dem Individualverkehr bestens erreichbar. Die Bushaltestelle Lochmatt liegt quasi vor der Haustüre und den Bahnhof SBB mit top Verbindungen nach Bern, Zürich und Basel wie auch zahlreiche Einkaufsmöglichkeiten und die Schulen erreichen Sie in fünfzehn Gehm",Stauwehrstrasse 45,5012 Schönenwerd,SO
6.5,152,3750,"Rainstrasse 7, 4533 Riedholz, SO",«Atemberaubende Aussichten und viel Platz für Ihre Familie»,,Rainstrasse 7,4533 Riedholz,SO
2.5,55,1090,"Speiserstrasse 14, 4600 Olten, SO",«An ruhiger Lage im Wilerfeldquartier»,"Wohnzimmer/Korridor und Schlafzimmer mit Vinylböden.Neue Küche mit Glaskeramik-Rechaud, Geschirrspüler und Kühlschrank mit separatem Gefrierschrank.Einbauschränke im Korridor.Ruhige Lage nähe Waldrand.Einkaufsmöglichkeiten in der Nähe.15 Gehminuten zu Bahnhof Olten.Einstellhallenplätze können separat dazu gemietet werden.",Speiserstrasse 14,4600 Olten,SO
4.5,102,1780,"Speiserstrasse 16, 4600 Olten, SO",«An ruhiger Lage nähe Waldrand»,Wohnen/Essen 41 m² mit Laminatboden.Neue Küche mit Geschirrspüler und Glaskeramik-Rechaud.Essplatz mit Erker und Durchreiche zu Küche.Bad/WC und separates WC.Wandschränke im Korridor.Einkaufsmöglichkeiten in der Nähe.Einstellhallenplätze können separat dazu gemietet werden.,Speiserstrasse 16,4600 Olten,SO
3.0,65,1250,"Baslerstrasse 118, 4600 Olten, SO","«Zentral gelegen, Nähe Stadtpark/ÖV!»","Wir vermieten in der Nähe des Stadtparks Olten eine zentral gelegene, schöne 3-Zimmerwohnung:- Helle Küche mit Geschirrspüler, Granitabdeckung und Glaskeramikherd- Grosszügige Nasszelle mit Badewanne/Duschvorrichtung und Fenster- Plattenboden in Küche, Korridor und Nasszelle- Riemenholzboden in Zimmern- Sonniger Balkon - Keller- und EstrichabteilDie Liegenschaft befindet sich an bester, zentraler Lage in Olten. Einkaufsmöglichkeiten, die öffentlichen Verkehrsmittel sowie Bahnhof Olten/Bushaltestellen sind innert wenigen Gehminuten zu erreichen.",Baslerstrasse 118,4600 Olten,SO
3.5,77,1460,"Käppelistrasse 54, 4600 Olten, SO",«Ruhig und dennoch zentral»,,Käppelistrasse 54,4600 Olten,SO
4.5,70,1500,"Rothackerstrasse 4, 5746 Walterswil SO, SO",«Grosszügige 4.5-Zimmer-Wohnung in einem 2 Familienbauernhaus»,"Der separate Eingang führt in einen grossen Vorraum mit Platz für eine Garderobe. Über die Holztreppe erreichen wir den Eingang zu der gemütlichen Wohnung im ersten Stock.Mit einer Fläche von fast 70 m2 ist der Wohn-/Essraum mit der halboffenen Küche ausnehmend gross. Eine gemütliche Superlounge findet hier ebenso ihren Platz, wie der rustikale Esstisch im Landhausstil. Wandschränke dienen als Trennwand zwischen Küche und Wohnzimmer. Die Küche mit Keramikkochfeld, Geschirrspüler und Backofen auf Sichthöhe bietet viel Stauraum und damit ein ange",Rothackerstrasse 4,5746 Walterswil SO,SO
3.5,70,1640,"Hasenweid 5, 4600 Olten, SO",«Naturnah wohnen im Schöngrund»,Wohnzimmer/Korridor und Schlafzimmer mit neuen Parkettböden.Küche und Bad/WC mit neuen Plattenböden.Neue Küche mit Glaskeramik-Rechaud und Geschirrspüler.Neues Bad/WC.Eigene Waschmaschine und Tumbler im Keller.Ruhige Lage am Waldrand.Fotos von typengleicher Wohnung.,Hasenweid 5,4600 Olten,SO
2.5,60,1230,"Speiserstrasse 34, 4600 Olten, SO",«Gemütliche Studiowohnung»,"Neue Küche mit Glaskeramik-Rechaud, Geschirrspüler und Kühlschrank mit separatem Gefrierschrank.Wohnzimmer/Korridor und Schlafzimmer mit Vinylböden.Ruhige Lage nähe Waldrand.Einkaufsmöglichkeiten in der Nähe.Fotos von typenähnlicher Wohnung!",Speiserstrasse 34,4600 Olten,SO
3.5,68,1350,"Hofstätterweg 4, 4542 Luterbach, SO","«3,5 Zimmerwohnung in Luterbach zu vermieten»",,Hofstätterweg 4,4542 Luterbach,SO
3.5,108,1795,"Dorfstrasse 11, 4613 Rickenbach SO, SO",«Aussergewöhnlich Wohnen»,,Dorfstrasse 11,4613 Rickenbach SO,SO
3.5,140,1890,"Kappelerweg 335, 4618 Boningen, SO",«Wunderschöne Dachwohnung 140 m2»,,Kappelerweg 335,4618 Boningen,SO
4.0,90,1320,"Bettlachstrasse 39, 2540 Grenchen, SO",«Charmante 4-Zimmerwohnung im Herzen von Grenchen»,"Im Stadtzentrum vermieten wir eine attraktive Altbauwohnung, welche Ihnen einiges zu bieten hat: grosser Eingangsbereichmoderne Küche mit charmanter Essecke90m2 sonnige Wohnflächekleiner Balkon im Innenhofeigener Waschturm in der WohnungEinbauschränke und zusätzliches KellerabteilFotos teils einer ähnlichen Wohnung Falls wir Ihr Interesse geweckt haben, zögern Sie nicht uns anzurufen. Wir freuen uns, Ihnen diese schöne Wohnung einmal zeigen zu dürfen.",Bettlachstrasse 39,2540 Grenchen,SO
3.5,88,1600,"Neumattstrasse 12, 4657 Dulliken, SO",«3.5 Zimmer-Wohnung in schönem Wohnqauartier»,,Neumattstrasse 12,4657 Dulliken,SO
4.5,101,2340,"Einschlagstrasse 54/58, 4622 Egerkingen, SO",«schwellenlose & moderne Wohlfühloase»,,Einschlagstrasse 54/58,4622 Egerkingen,SO
3.0,68,1400,"Zuchwilerstrasse 50, 4500 Solothurn, SO",«Gepflegte 3 Zimmerwohnung»,,Zuchwilerstrasse 50,4500 Solothurn,SO
4.0,90,1490,"Bettlachstrasse 39, 2540 Grenchen, SO",«Renovierte Wohnung im Herzen von Grenchen»,"Im Stadtzentrum vermieten wir eine attraktive Altbauwohnung, welche Ihnen einiges zu bieten hat: komplett neu saniertes Bad mit DuscheKorridor/Entrée mit neuem Plattenbodenmoderne Küche mit charmanter Essecke90m2 sonnige Wohnflächekleiner Balkon im Innenhofeigener Waschturm in der WohnungEinbauschränke und zusätzliches KellerabteilFalls wir Ihr Interesse geweckt haben, zögern Sie nicht uns anzurufen. Wir freuen uns, Ihnen diese schöne Wohnung einmal zeigen zu dürfen.",Bettlachstrasse 39,2540 Grenchen,SO
3.5,136,2075,"Hauptgasse 23, 4624 Härkingen, SO",«3.5-Zimmer Dachwohnung mit gemütlicher Loggia»,,Hauptgasse 23,4624 Härkingen,SO
3.0,62,1340,"Friedensstrasse 94, 4600 Olten, SO",«HELLE UND ZENTRALE WOHNUNG ZU VERMIETEN»,"Wir vermieten per sofort oder nach Vereinbarung diese helle 3 Zimmerwohnung im 2. OG.Die Wohnung liegt zentral in Olten. In nur wenigen Gehminuten erreichen Sie verschiedene Einkaufsmöglichkeiten, Banken, Schulen, Kindergarten und den Bahnhof.Hier einige Vorteile der Wohnung:Moderne, helle Küche mit Glaskeramik, GeschirrspülerIn allen Räumen ParkettbodenEinbauschrank im Eingangsbereich2 Balkone Zusätzlich kann ein Autoabstellplatz dazu gemietet werden. Kommen Sie vorbei und überzeugen Sie sich selbst! Wir freuen uns auf Sie.*Bei den Bildern kan",Friedensstrasse 94,4600 Olten,SO
3.0,72,1410,"Aarauerstr. 35, 4600 Olten, SO",«Zeitgemässer Komfort an zentraler Lage»,,Aarauerstr. 35,4600 Olten,SO
1.5,46,850,"Wilerstrasse 9, 4563 Gerlafingen, SO",«Sanierte Wohnungen im Dorfszentrum»,,Wilerstrasse 9,4563 Gerlafingen,SO
3.5,81,1460,"Speiserstrasse 4, 4600 Olten, SO",«Gemütliche Parterrewohnung»,"Zimmer, Korridor und Wohnzimmer mit Vinylboden.Neue Küche ausgestattet mit Glaskeramik, Backofen, Geschirrspüler und grossem Kühlschrank mit separatem Gefrierschrank.Sonniger Sitzplatz und kleiner BalkonRuhige Lage.Einstellhallenplätze können für CHF 105.00 im Monat dazu gemietet werden.Ihren Besichtigungstermin können Sie direkt mit Herrn Aellig vereinbaren unter 079 860 93 27.",Speiserstrasse 4,4600 Olten,SO
4.5,111,1930,"Speisertrasse 24, 4600 Olten, SO",«An ruhiger Lage im Wilerfeldquartier»,"Wohnzimmer/Korridor und Schlafzimmer mit Laminatböden.Neue, offene Küche mit Glaskeramik-Rechaud, Geschirrspüler und Kühlschrank mit separatem Gefrierschrank.Bad/WC mit Doppellavabo.Dusche/WC.Garderobe und Wandschränke im Korridor.Einkaufsmöglichkeiten in der Nähe.",Speisertrasse 24,4600 Olten,SO
4.5,100,1550,"Ribimattweg 10, 4562 Biberist, SO","«sanierte, grosszügige & helle Wohnung an Lop Lage! Nahe Schule & Bach!»",,Ribimattweg 10,4562 Biberist,SO
4.5,82,1800,"Bertaweg 6, 4528 Zuchwil, SO",«Den ganzen Tag die Sonne geniessen? Hier ist das möglich!»,Sie sind auf der Suche nach einer grosszügigen und hellen Wohnung? Dann haben wir das Richtige für Sie! Was Ihnen die Attikawohnung zu bieten hat? Wir verraten es Ihnen: - Sonnige und grosszügige Terrasse- helle Räumlichkeiten- Moderne Küche mit Cerankochfeld- Badezimmer mit Doppellavabo- Bodenbeläge: Platten und Laminat- Keller- Auf Wunsch kann eine Garage für CHF 100.00/mtl. dazugemietet werdenHaben wir Ihr Interesse geweckt? Wir freuen uns Ihnen die Wohnung persönlich zeigen zu dürfen!,Bertaweg 6,4528 Zuchwil,SO
3.0,70,1350,"Haldenstrasse 29, 4600 Olten, SO","«Saniert, hell, ruhig. Wohnen im beliebten Schöngrundquartier!»","An bevorzugter, ruhiger Lage in Olten vermieten wir eine neuer sanierte, helle 3-Zimmerwohnung im 2. OG:- Neue, moderne Küche mit Geschirrspüler, Glaskeramikherd und Fenster- Helle Nasszelle mit Dusche und Fenster- Plattenboden in Küche und in der Nasszelle- Parkettboden im Wohnzimmer, im Korridor und den Schlafzimmern- Einbauschränke vorhanden- Balkon- Keller- und EstrichabteilDie Wohnung liegt im beliebten Schöngrundquartier Nähe ÖV, Einkauf und Schulen.Aufgrund der zentralen Lage und der ausgezeichneten Infrastruktur hat sich Olten zu einer",Haldenstrasse 29,4600 Olten,SO
4.5,111,1995,"Bodenackerstrasse 29a, 4226 Breitenbach, SO",«Leben auf grossem Fuss»,,Bodenackerstrasse 29a,4226 Breitenbach,SO
4.5,94,1740,"Höhenstrasse West 33, 4600 Olten, SO",«An ruhiger Lage nähe Waldrand»,- Wohnzimmer/Korridor Küche Bad und Dusche mit hellen Plattenböden.- Wohnzimmer mit Cheminée.- Schlafzimmer mit Laminatböden.- Küche mit Glaskeramik-Rechaud und Geschirrspüler.- Elternzimmer mit Bad/WC.- Separate Dusche mit WC.- Grosser Einbauschrank und kleines Reduit.Einstellplätze können zum Preis von Fr. 105.00 pro Monat dazu gemietet werden.,Höhenstrasse West 33,4600 Olten,SO
4.5,94,1775,"Höhenstrasse West 31, 4600 Olten, SO",«An ruhiger Lage nähe Waldrand»,- Wohnzimer/Korridor und Nassräume mit hellen Plattenböden.- Schlafzimmer mit Laminatböden.- Küche mit Glaskeramik-Rechaud und Geschirrspüler.- Elternzimmer mit Bad/WC.- Separate Dusche mit WC.- Kleines Reduit.- Wandschränke im Korridor.Einstellplätze können für Fr. 105.00 pro Monat dazu gemietet werden.,Höhenstrasse West 31,4600 Olten,SO
4.5,88,1700,"Drosselweg 4, 4553 Subingen, SO",«Neurenovationen in Subingen»,,Drosselweg 4,4553 Subingen,SO
3.5,70,1200,"Grabenackerstrasse 207, 4234 Zullwil, SO",«Sonnige 3 1/2 Zi-Wohnung im Grünen»,,Grabenackerstrasse 207,4234 Zullwil,SO
4.0,88,1400,"Hauptstrasse 363, 4716 Welschenrohr, SO",«4 Zimmerwohnung mit Balkon»,,Hauptstrasse 363,4716 Welschenrohr,SO
3.5,77,1990,"St. Urbangasse 17, 4500 Solothurn, SO",«Wohnen am Puls von Solothurn»,,St. Urbangasse 17,4500 Solothurn,SO
2.5,70,1250,"Schmittengasse 4, 2544 Bettlach, SO",«Grosse 2 1/2-Zimmerwohnung mit Balkon und Cheminée»,,Schmittengasse 4,2544 Bettlach,SO
2.5,51,1100,"Hintere Gasse 2, 4628 Wolfwil, SO",«Gemütliche 2.5-Zimmer-Wohnung in Wolfwil»,,Hintere Gasse 2,4628 Wolfwil,SO
3.5,80,1440,"Waldstrasse 14e, 4564 Obergerlafingen, SO",«gemütliche Wohnung in ruhigem 6-Familien-Haus»,,Waldstrasse 14e,4564 Obergerlafingen,SO
4.5,80,1440,"Thalstrasse 553, 4712 Laupersdorf, SO",«Günstige 4.5 Zimmer Wohnung in Laupersdorf mit Renovierungen und Parkplatz»,,Thalstrasse 553,4712 Laupersdorf,SO
3.5,125,2050,"Mühlegasse 24, 4613 Rickenbach SO, SO",«WOHNEN AM MÜHLEBACH... ERSTVERMIETUNG 3.5 ZIMMER MAISONETTE WOHNUNG»,,Mühlegasse 24,4613 Rickenbach SO,SO
3.5,86,3600,"Färberstrasse 17, 4057 Basel, BS",«Wunderschönes Apartment im lebendigen Klybeck-Quartier»,"Domicile apartments include everything you need to help you feel at home abroad.This newly built designer apartment is just steps away from shopping, cafés, schools and public transport. The trendy urban neighborhood of Klybeck offers countless local attractions!Urban and modern living has been redefined. The apartments captivate with:Top modern kitchen with refined surfaces, glass ceramic stove top and natural stone worktopOptimized interiors, open floor plans, wooden floors with floor heating and concrete wallsFloor to ceiling windows with an",Färberstrasse 17,4057 Basel,BS
1.5,42,2000,"Erlenmattstrasse 77, 4058 Basel, BS",«Charmante 1.5-Zimmerwohnungen an bester Lage»,"Nur für kurze Zeit haben wir ein besonderes Angebot für Sie: Spezialpreis von CHF 2000.- pro Monat gültig bis am 31. Mai 2023. Ab dem 1. Juni 2023 gilt wieder ein Preis von CHF 2050.-. Aufgrund der hohen Nachfragen bitten wir Sie uns bei der Kontaktaufnahme gleich mitzuteilen, von wann bis wann Sie die Wohnung mieten möchten.Die HITrental AG vermietet stilvolle und möblierte Wohnungen mit 1.5 Zimmern an der Erlenmattstrasse 77 in Basel. Unsere Wohnungen können ab 3 Nächten bis zu einem Monat oder über mehrere Jahre gemietet werden.Die 1.5-Zimme",Erlenmattstrasse 77,4058 Basel,BS
3.0,67,1490,"Dornacherstrasse 77, 4053 Basel, BS",«3 Zimmer Wohnung»,,Dornacherstrasse 77,4053 Basel,BS
2.5,48,1390,"Laufenstrasse 39, 4053 Basel, BS",«Big City Life - Tolle Singlewohnung im Gundeldingerquartier»,,Laufenstrasse 39,4053 Basel,BS
3.5,80,2320,"Laufenstrasse 41, 4053 Basel, BS","«3.5-Zimmer, 81 m2, CHF 2300.--»",,Laufenstrasse 41,4053 Basel,BS
3.0,75,1530,"Laufenburgerstr. 10, 4058 Basel, BS",«Zentrale Wohnung nahe Eglisee»,"Per sofort oder nach Vereinbarung vermieten wir diese Wohnung in unmittelbarer Nähe des Bad. Bahnhofs. Die Überbauung Surinam wurde im 2008/2009 saniert und die Wohnung verfügt über folgenden Ausbaustandard: - moderne Küche mit Glaskeramik - modernes Bad/WC mit Plattenboden- Wohnzimmer mit Parkett- Balkon- Lift vorhanden- Kellerabteil-Tramhaltestelle sowie Einkaufsmöglichkeiten in unmittelbarer NäheBitte beachten Sie, dass es sich bei den Bildern um Beispielbilder handelt und vom Original abweichen können.Haben wir Ihr Interesse geweckt? Wir fr",Laufenburgerstr. 10,4058 Basel,BS
2.0,61,1190,"Schopfheimerstr. 4, 4058 Basel, BS",«Moderne Wohnung nahe Eglisee!»,"Per sofort oder nach Vereinbarung vermieten wir diese Wohnung in unmittelbarer Nähe des Bad. Bahnhofs. Die Überbauung Surinam wurde im 2008/2009 saniert und die Wohnung verfügt über folgenden Ausbaustandard: - moderne Küche mit Glaskeramik - modernes Bad/WC mit Plattenboden- Wohnzimmer mit Parkett- Balkon- Lift vorhanden- Kellerabteil-Tramhaltestelle sowie Einkaufsmöglichkeiten in unmittelbarer NäheBitte beachten Sie, dass es sich bei den Bildern um Beispielbilder handelt und vom Original abweichen können.Haben wir Ihr Interesse geweckt? Wir fr",Schopfheimerstr. 4,4058 Basel,BS
4.0,94,1800,"Güterstrasse 233, 4053 Basel, BS",«zentrale Wohnung im Gundeli»,Per 01.07.2023 oder nach vereinabrung vermieten wir diese grosszügige Wohnung mit folgendem Ausbaustandard: - Grosses Entrée - Wohn-Esszimmer mit Schiebetüre- Alle Zimmer Parkett- Nasszellen und Küche mit Plattenboden- Einbauküche mit Geschirrwaschmaschine und Klaskeramikkochfeld- Grosser Balkon Gartenseite- Kleiner Balkon Strassenseite- Schöne Aussicht relativ ruhig- Keller- LiftHaben wir Ihr Interesse geweckt? Wir freuens uns auf Ihre Kontaktaufnahme,Güterstrasse 233,4053 Basel,BS
2.0,74,1480,"Pfeffingerstr. 46, 4053 Basel, BS",«Wohnen mitten im Gundeli»,"Per 01.07.2023 oder nach Vereinabrung vermieten wir in der gepflegten, modernen Liegenschaft diese helle und grosszügige -Wohnung, welche wie folgt ausgestattet ist:- Moderne Küche mit Geschirrspüler und Glaskeramik- Grosszügige Zimmer mit Parkett- Vorplatz mit Einbauschränken- Bad/WC mit Badewanne- Balkon- Kellerabteil- LiftKeine Hunde erlaubt.Den Bahnhof Basel SBB erreichen Sie in einer kurzen Gehdistanz und in der unmittelbaren Umgebung finden Sie viele Einkaufs- und Verpflegungsmöglichkeiten.Bitte beachten Sie, dass es sich bei den Fotos um",Pfeffingerstr. 46,4053 Basel,BS
2.0,51,1030,"Güterstrasse 233, 4053 Basel, BS",«Zentrale Wohnung im Gundeli»,Nach Vereinabrung vermieten wir diese Wohnung mit folgendem Ausbaustandard: - Grosses Entrée - Wohn-Esszimmer mit Schiebetüre- Alle Zimmer Parkett- Nasszellen und Küche mit Plattenboden- Einbauküche mit Geschirrwaschmaschine und Klaskeramikkochfeld- Grosser Balkon Gartenseite- Kleiner Balkon Strassenseite- Schöne Aussicht relativ ruhig- Keller- LiftHaben wir Ihr Interesse geweckt? Wir freuens uns auf Ihre Kontaktaufnahme,Güterstrasse 233,4053 Basel,BS
4.0,113,2177,"Göschenenstr. 15, 4054 Basel, BS",«- MIETEN OHNE KAUTION - Grosszügige Wohnung an begrüntem Innenhof»,Per 16.06.2023 oder nach Vereinbarung vermieten wir diese schöne 4-Zimmer-Wohnung nähe Neuweilerplatz mit folgender Ausstattung:- Helle Küche mit Glaskeramikherd und Geschirrspülmaschine- Geräumiges Wohn- und Schlafzimmer mit neuem Parkettboden- Bad mit WC und Badewanne- Seperates WC im Eingangsbereich- Entrée mit Plattenboden- Balkon- Kein Lift- Eigener Keller- Waschküche zur allgemeinen Benutzung - Einstellhallenplatz kann seperat dazu gemietet werden für  CHF 165.-/Monat- Nächste Einkaufsmöglichkeit in nur 5 Gehminuten erreichbar- Die Tramst,Göschenenstr. 15,4054 Basel,BS
2.0,54,1680,"Güterstrasse 94, 4053 Basel, BS",«2-Zimmer-Stadt-Wohnung mit Balkon»,"Diese komfortable Wohnung befindet sich in einem ruhigen Hinterhaus an zentraler Lage im beliebten Gundeli Quartier in Basel. Die Wohnung eignet sich bestens für eine Einzelperson oder ein Paar und wird per 01.06.2023 vermietet. .Ausstattung: - NEUE, moderne Küche (wird aktuell saniert) - NEUES, modernes Badezimmer mit Badewanne (wird aktuell saniert) - Sonniger Balkon - Separates Kellerabteil für mehr Stauraum - Kein LiftIn unmittelbarer Nähe befinden sich verschiedene Einkaufsmöglichkeiten, Restaurants und die öffentlichen Verkehrsmittel. Sie",Güterstrasse 94,4053 Basel,BS
3.0,74,1910,"Güterstrasse 94, 4053 Basel, BS",«Helle Wohnung in Nähe des Bahnhofes»,"Im aufregenden Gundeliquartier vermieten wir per 01.06.2023 oder nach Vereinbarung in der Nähe des Bahnhofes eine gemütliche 3-Zimmer-Wohnung. Ausstattung:- Parkettboden im Wohnzimmer- NEUE moderne Küche, frisch saniert- NEUES Badezimmer mit Badewanne und Plattenboden- Sonniger, gemütlicher Balkon- Separates Kellerabteil für mehr Stauraum- Kein LiftDie helle und geräumige Wohnung mitten in der Stadt Basel befindet sich nur wenige Gehminuten zum öffentlichen Verkehr und diversen Einkaufsmöglichkeiten entfernt und eignet sich bestens für Pendler",Güterstrasse 94,4053 Basel,BS
